料號	品名
7L0 411 313K	平衡桿固定橡皮
7L0 422 803C	惰桿總成-左
7L0 422 804C	惰桿總成-右
7L0 422 817B *	和尚頭-惰桿-左
7L0 422 817C	和尚頭-惰桿-左
7L0 422 818B *	和尚頭-惰桿-右
7L0 422 818C	和尚頭-惰桿-右
7L0 498 203	防塵套修包-外半軸
7L0 498 203 *	防塵套修包-外半軸
7L0 501 529D	後軸拉桿-L/R
7L0 521 102G	傳動軸-地軸
7L0 521 102H	傳動軸-地軸
7L0 521 102M	傳動軸-地軸
7L0 616 213C	車身水平感知器-左
7L0 616 571C	車身水平感知器-左後
7L0 698 007A	氣壓彈簧氣泵
7L0 698 014	控制閥-空氣泵
7L0 698 151F	來令片組-前
7L0 698 151F !	來令片組-前
7L0 698 151F *	來令片組-前
7L0 698 151F /	來令片組-前
7L0 698 151H	來令片組-前
7L0 698 151H #	來令片組-前
7L0 698 151H .	來令片組-前
7L0 698 151J	來令片組-前
7L0 698 151J !	來令片組-前
7L0 698 151J .	來令片組-前
7L0 698 151P	來令片組-前
7L0 698 151Q	來令片組-前
7L0 698 151Q -	來令片組-前
7L0 698 151R	來令片組-前
7L0 698 451A	來令片組-後
7L0 698 451A !	來令片組-後
7L0 698 451B	來令片組-後
7L0 698 451B .	來令片組-後
7L0 698 451B /	來令片組-後
7L0 698 451G	來令片組-後
7L0 698 451H -	來令片組-後
7L0 698 525 -	來令片組-手煞車
7L0 698 545	手煞車來令片彈簧包
7L0 698 545 *	手煞車來令片彈簧包
7L0 805 571	支架
7L0 819 087F	蒸發器-含外殼-前
7L0 819 087K	蒸發器-含外殼-前
7L0 820 021L	鼓風機
7L0 820 021M	鼓風機
7L0 820 021R /	鼓風機
7L0 820 105	蒸發器-後
7L0 820 105A	蒸發器-後
7L0 820 411F	冷排
7L0 820 679A -	膨脹閥
7L0 820 679B	膨脹閥
7L0 820 679D *	膨脹閥
7L0 823 509B	引擎蓋六角鎖-下
7L0 823 533B  71N	引擎蓋拉柄
7L0 823 633F	引擎蓋拉柄固定座
7L0 831 055A	門總成-左前
7L0 831 401	車門後扭-前左上
7L0 831 402	車門後扭-前右上
7L0 831 411	車門後扭-前左下
7L0 831 411A	車門後扭-前左下
7L0 837 461D	升降機-電動左前
7L0 837 462D	升降機-電動右前
7L0 839 015	六角鎖-左後門
7L0 839 015B	六角鎖-左後門
7L0 839 015D ~	六角鎖-左後門
7L0 839 016	六角鎖-右後門
7L0 839 016B	六角鎖-右後門
7L0 839 016D ~	六角鎖-右後門
7L0 853 537A  01C	戶定飾板-左前外-黑
7L0 853 537C  01C	戶定飾板-左前外-黑
7L0 853 538A  01C	戶定飾板-右前外-黑
7L0 853 538C  01C	戶定飾板-右前外-黑
7L0 907 521	鼓風機控制器
7L0 907 637 /	來令片感應線-前
7L0 907 643A	感知器-空氣品質
7L0 907 673A	加速感知器-左
7L0 907 673C	加速感知器-中
7L0 907 673E	加速感知器-中
7L0 919 087E	汽油泵-左
7L0 919 087F	汽油泵-右
7L0 927 807B	ABS速度感知器-後-左
7L0 927 808B	ABS速度感知器-後-右
7L0 955 119K	雨刷馬達
7L0 955 425J	雨刷片-前-軟式
7L0 955 601	雨刷桿支架
7L0 955 601A	雨刷桿支架
7L0 955 712A	雨刷馬達-後
7L0 959 455D	風扇馬達-右
7L0 959 455D *	風扇馬達-右
7L0 959 455E *	風扇馬達
7L0 959 455E Z	風扇馬達
7L0 959 455F *	風扇馬達-左
7L0 959 455G *	風扇馬達-右
7L0 965 561J	輔助水泵
7L1 713 203B  1Q1	排擋頭-自排
7L1 837 016B	六角鎖-右前門
7L5 907 637B /	來令片感應線-後
7L5 941 699C	霧燈-左
7L6 122 051L	水管-下
7L6 122 051N	水管-下
7L6 122 101H	水管-上
7L6 127 434B	汽油杯-柴油
7L6 127 434C /	燃油芯-柴油
7L6 145 803C	渦輪增壓散熱器
7L6 145 803C *	渦輪增壓散熱器-左
7L6 145 803D	渦輪增壓散熱器-左
7L6 145 804A	渦輪增壓散熱器-右
7L6 145 972E	通氣管-渦輪
7L6 199 131A +	引擎腳-左/右
7L6 199 131A -	引擎腳-左/右
7L6 413 031L	避震器-前
7L6 413 031N	避震器-前左
7L6 413 032L	避震器-前右
7L6 413 032N	避震器-前右
7L6 422 154	方向機泵
7L6 422 154C	方向機泵
7L6 422 154D	方向機泵
7L6 422 893AA	方向機油管-泵>方機
7L6 521 102G	傳動軸-地軸
7L6 521 102N	傳動軸-遞軸-後段
7L6 601 149  QLD	輪圈蓋
7L6 615 123Q	煞車分泵-左前
7L6 615 124Q	煞車分泵-右前
7L6 615 301D	煞車盤-前左
7L6 615 301D *	煞車盤-前左
7L6 615 301J	煞車盤-前左
7L6 615 301J *	煞車盤-前左
7L6 615 301K	煞車盤-前左
7L6 615 301K *	煞車盤-前左
7L6 615 301N	煞車盤-前左
7L6 615 302D	煞車盤-前右
7L6 615 302D *	煞車盤-前右
7L6 615 302J	煞車盤-前右
7L6 615 302J *	煞車盤-前右
7L6 615 302K	煞車盤-前右
7L6 615 302K *	煞車盤-前右
7L6 615 302N	煞車盤-前右
7L6 615 302N +	煞車盤-前右
7L6 615 423G	煞車分泵-後左
7L6 615 424G	煞車分泵-後右
7L6 615 601J *	煞車盤-後  330*28MM  5/130
7L6 616 039D -	氣壓彈簧避震器-左前
7L6 616 040D -	氣壓彈簧避震器-右前
7L6 698 151E	來令片組-前
7L6 698 151E -	來令片組-前
7L6 698 151F	來令片組-前
7L6 698 151J	來令片組-前
7L6 698 151J #	來令片組-前
7L6 807 059G B41	前下擾流板
7L6 807 061J  B41	前下擾流板
7L6 807 155A  B41	拖車鉤蓋-前左
7L6 807 156A  B41	拖車鉤蓋-前右
7L6 807 183	保桿側固定座-左前
7L6 807 184	保桿側固定座-右前
7L6 807 434A  V7S	後下擾流板-光面
7L6 807 434D  B41	後下擾流板-粗面
7L6 807 434F  B41	後下擾流板-粗面
7L6 827 505	六角鎖-後箱
7L6 827 550C	撐桿-後箱蓋
7L6 837 476D  PRP	外水切-右前
7L6 837 787E  9B9	車門飾條-左前
7L6 837 787E  B41	車門飾條-左前
7L6 837 788E  9B9	車門飾條-右前
7L6 837 788E  B41	車門飾條-右前
7L6 839 787E  B41	車門飾條-左後
7L6 839 788E  9B9	車門飾條-右後
7L6 839 788E  B41	車門飾條-右後
7L6 853 601   FDY	VW標誌-前
7L6 853 651A  V7S	前柵-外
7L6 853 663A  V7S	通風網框-左
7L6 853 663F  B41	通風網框-左-黑
7L6 853 664A  V7S	通風網框-右
7L6 853 664F  B41	通風網框-右-黑
7L6 853 665A  B41	通風網-左
7L6 853 666A  B41	通風網-右
7L6 853 676   B41	通風網-中左
7L6 853 677   B41	通風網-中左
7L6 853 678A  B41	通風網-中
7L6 853 683A  B41	通風網-左
7L6 853 684A  B41	通風網-右
7L6 854 959A  B41	前葉下飾條-左前
7L6 854 960A  B41	前葉下飾條-右前
7L6 857 507BA 01C	後視鏡座-左電動
7L6 857 507FA 01C	後視鏡座-左電動
7L6 857 508BE 01C	後視鏡座-右電動
7L6 857 508FD 01C	後視鏡座-右電動
7L6 919 087A	汽油泵-左
7L6 919 087B	汽油泵-右
7L6 940 700B	霧燈-右
7L6 941 431AJ 3X1 -	大燈開關
7L6 941 700B	霧燈-右
7L6 945 095K	尾燈-左
7L6 945 096K	尾燈-右
7L6 947 101A	室內燈-後箱
7L6 955 119	雨刷馬達
7L6 955 407B	雨刷臂-左
7L6 955 707	雨刷臂-後
7L6 959 781 ~	中控馬達-後箱
7L6 959 833A  REH	油箱蓋開關
7L6 959 855B  3X1	電窗開關-右前
7L6 959 855B / REH	電窗開關-右前
7L6 959 855B 3X1 ~	電窗開關-右前
7L8 199 131A +	引擎腳-左/右
7L8 199 131F +	引擎腳-左/右
7L8 201 550D	油箱蓋-柴油
7L8 201 550K	油箱蓋-柴油
7L8 201 801A	活性碳罐
7L8 407 151F	三角架-下-左
7L8 407 151F *	三角架-下-左
7L8 407 152F	三角架-下-右
7L8 407 152F *	三角架-下-右
7L8 422 061H	動力方向機
7L8 422 154F	方向機泵
7L8 422 893AB	方向機油管-泵>方機
7L8 422 893AD	方向機油管-泵>方機
7L8 422 893AM /	方向機油管-泵>方機
7L8 422 893P	方向機油管-泵>方機
7L8 505 465B	平衡桿接頭-後-L
7L8 505 466B	平衡桿接頭-後-R
7L8 609 721	手煞車線
7L8 611 019F /	煞車總泵
7L8 615 301 !	煞車盤-前左
7L8 615 302 !	煞車盤-前右
7L8 615 302 +	煞車盤-前右
7L8 615 601C	煞車盤-後
7L8 615 601C !	煞車盤-後
7L8 825 195A XX	支架下護板-中古
7LA 498 201A	防塵套修包-內半軸-無油包
7LA 698 151B	來令片組-前
7LA 807 489B  9B9  ZZ	通風網-左前-瑕疵
7LA 831 055	車門總成-左前
7LA 831 055A	車門總成-左前
7LA 831 056	車門總成-右前
7LA 831 056A	車門總成-右前
7LA 843 108	車門總成-右滑門
7LA 843 108D	車門總成-右滑門
7LA 843 654	六角鎖-內-右中門
7LA 945 207	尾燈-左-LED
7LA 955 711 -	雨刷馬達-後-左
7M0 121 065AG	鐵水管
7M0 121 065L	鐵水管
7M0 121 321	水箱蓋
7M0 131 701S	觸煤轉換器
7M0 199 132AM -	引擎腳-R
7M0 201 204C	汽油管組
7M0 399 201BB	變速箱腳
7M0 407 181A +	三角架鐵套
7M0 407 283	防塵套-內半軸
7M0 407 365A	和尚頭-三角架
7M0 407 365C	和尚頭-三角架
7M0 411 317D	平衡桿接頭
7M0 411 317D -	平衡桿接頭
7M0 412 331 +	避震器上座
7M0 412 331 /	避震器上座
7M0 413 031G *	避震器-前
7M0 419 817B -	和尚頭-惰桿左
7M0 419 818B -	和尚頭-惰桿右
7M0 422 803F	惰桿總成-左
7M0 422 804F	惰桿總成-右
7M0 422 818A	和尚頭-惰桿右
7M0 422 831B	方向機防塵套
7M0 422 831B -	方向機防塵套
7M0 498 625	前輪軸承組
7M0 513 031L	避震器-後
7M0 513 031L *	避震器-後
7M0 615 601C -	煞車盤-後
7M0 819 371	熱水管-出
7M0 820 091B	蒸發器-後
7M0 820 413F *	冷排
7M0 820 679A	膨脹閥
7M0 837 477G  B41	外水切-左前
7M0 837 478G  B41	外水切-右前
7M0 867 365K B41	防水橡皮-前門
7M0 867 367K B41	防水橡皮-後門
7M0 959 455L	風扇馬達
7M0 959 775	中控馬達-車門
7M0 959 781A	中控馬達-後箱
7M1 422 061DX *	動力方向機
7M1 611 931N	真空管
7M1 819 030	暖排
7M1 819 030B	暖排
7M1 820 103BZ	蒸發器
7M1 857 507T 01C	後視鏡座-左電動
7M1 857 508T  01C	後視鏡座-右電動
7M1 857 508T 01C	後視鏡座-右電動
7M3 121 099	水塞
7M3 121 407A	副水筒
7M3 122 101J	水管-上
7M3 129 620 /	空氣芯
7M3 199 132K -	引擎腳-右
7M3 199 132N *	引擎腳-R
7M3 199 132N -	引擎腳-R
7M3 199 555L	引擎腳-左
7M3 199 555N	引擎腳-左
7M3 407 271E	傳動軸
7M3 407 365A	和尚頭-三角架
7M3 422 061EX	動力方向機
7M3 422 803	惰桿總成-左
7M3 498 201B *	防塵套修包-內半軸
7M3 498 201J	防塵套修包-內半軸
7M3 498 317	平衡桿接頭組
7M3 698 451D	來令片組-後
7M3 698 451D #	來令片組-後
7M3 698 451D *	來令片組-後
7M3 803 660D	備胎支架  15.,16吋
7M3 805 594AG	水箱架
7M3 805 903  B41	前下擾流板-左
7M3 805 903B B41	前下擾流板-左
7M3 805 904B B41	前下擾流板-右
7M3 807 183	保桿側固定座-左前
7M3 807 184	保桿側固定座-右前
7M3 807 421A GRU	保桿-後
7M3 807 791  B41	保桿飾條-後左
7M3 807 938   GRU	大燈噴水器外蓋-右
7M3 809 957B	擋泥板-左前內龜
7M3 809 958B	擋泥板-右前內龜
7M3 820 411B *	冷排
7M3 823 031H	引擎蓋
7M3 823 359A /	撐桿-引擎蓋
7M3 823 359B	引擎蓋撐桿
7M3 837 015	六角鎖-左前門
7M3 837 207  GRU	外把手-前左
7M3 839 015	六角鎖-左後門
7M3 839 016	六角鎖-右後門
7M3 853 684A 01C	通風網-右
7M3 857 507E  01C	後視鏡座-左電動代燈
7M3 915 436C	電瓶護蓋
7M3 941 015AD	大燈總成-左
7M3 941 699A	霧燈-左
7M3 941 700A	霧燈-右
7M3 943 021	牌照燈
7M3 943 021A	牌照燈
7M3 945 094C *	尾燈-右內
7M3 945 095F	尾燈-左外
7M3 945 095J	尾燈-左外
7M3 945 096F	尾燈-右外
7M3 945 096J	尾燈-右外
7M3 945 096K	尾燈-右外
7M3 945 225H *	牌照飾板-後
7M3 945 255H	牌照飾板-後
7M3 955 119	雨刷馬達
7M3 955 425	雨刷片-後
7M3 955 425A	雨刷片-左-軟式
7M3 955 426	雨刷片-右-軟式
7M3 955 426B	雨刷片-右-軟式
7M3 955 435	雨刷臂蓋-後
7M3 955 603E /	雨刷桿支架
7M3 959 455A *	風扇馬達
7M3 959 855   01C	電窗開關-後
7M3 998 002A *	雨刷片組-軟式  119-383
7N0 127 177	燃油濾清器-柴油
7N0 199 855A	引擎腳-後
7N0 201 550B	油箱蓋-柴油
7N0 511 359A /	避震器橡皮-後
7N0 612 041E	真空管
7N0 698 151C	來令片組-前
7N0 698 151E	來令片組-前
7N0 807 109A	保桿內鐵-前
7N0 807 305	保桿內鐵-後
7N0 819 465D	通風口-後葉子板下
7N0 819 465E	通風口-後葉子板下
7N0 823 359A	撐桿-引擎蓋
7N0 827 851E  IIT	後箱蓋驅動馬達-左/右
7N0 827 851H  IIT	後箱蓋驅動馬達-左/右
7N0 831 401B	車門後鈕-前左-上/下
7N0 831 402A	車門後鈕-前右-上/下
7N0 831 402B	車門後鈕-前右-上/下
7N0 839 015N	六角鎖-左後門
7N0 839 016N	六角鎖-右後門
7N0 843 107AL	車門總成-左滑門
7N0 843 108AL	車門總成-右滑門
7N0 843 336G	滑門滑輪-右中
7N0 843 459C	滑門驅動馬達-左/右
7N0 907 426AM  ZJU	冷氣控制電腦
7N0 907 530C	閘道控制電腦
7N0 907 530M  Z00	閘道控制電腦
7N0 927 225B  XSJ	手煞車開關-電子式駐車-黑
7N0 941 699	霧燈-左
7N0 941 700	霧燈-右
7N0 945 094L	尾燈-右內
7N0 945 094L *	尾燈-右內
7N0 951 221A	喇叭-低音-L
7N0 959 792J	控制盒-電動窗-前右
7N1 823 509A	引擎蓋六角鎖-下
7N1 941 006B	大燈總成-右
7P0 121 407	副水筒
7P0 407 152C	三角架-下-右
7P0 612 161	真空管橡皮墊
7P0 698 007B	空氣泵-氣壓彈簧
7P0 698 014	控制閥-空氣泵
7P0 698 151C	來令片組-前
7P0 698 151C #	來令片組-前
7P0 698 451	來令片組-後
7P0 698 451 #	來令片組-後
7P0 698 451 +	來令片組-後
7P0 698 451 -	來令片組-後
7P0 698 451A	來令片組-後
7P0 698 525	來令片組-電子手煞車
7P0 807 109B	保桿內鐵-前
7P0 810 773D	中控馬達-油箱蓋
7P0 819 631	空調濾芯-活性碳
7P0 819 631 -	空調濾芯-活性碳
7P0 819 631 /	空調濾芯-活性碳
7P0 820 021B	鼓風機-前
7P0 820 021F	鼓風機-前
7P0 827 505K	六角鎖-後箱
7P0 839 761G	膠條-車門邊緣-左後
7P0 919 673	汽油浮筒-左
7P0 955 453	雨刷噴水筒
7P0 965 561	輔助水泵
7P0 965 561A	輔助水泵
7P0 965 561B	輔助水泵
7P5 407 283	防塵套-內半軸
7P6 122 447AG	水管
7P6 127 177	燃油芯-柴油
7P6 127 177A *	燃油芯-柴油
7P6 199 131D +	引擎腳-左/右
7P6 615 301A	煞車盤-前左
7P6 615 302A	煞車盤-前右
7P6 807 256C	保桿緩衝墊-後中
7P6 807 863	保桿中支架
7P6 823 509	引擎蓋六角鎖-下
7P6 839 717A	防水膠條-左後
7P6 853 717C  GRU	輪弧-左前
7P6 853 718C  GRU	輪弧-右前
7P6 854 939E  GRU	車門下飾條-左前-鍍鉻
7P6 941 699	霧燈-左
7P6 941 699 *	霧燈-左
7P6 941 700	霧燈-右
7P6 941 700 *	霧燈-右
7P6 945 095D	尾燈-左外
7P6 945 096D	尾燈-右外
7P6 945 702E	反光燈-左後
801 867 299	扣子
80A 121 405AK	副水筒
80A 407 693E	三角架-下後左
80A 407 694E	三角架-下後右
80A 698 151C	來令片組-前
80A 698 451F	來令片組-後
80A 805 594	水箱架
80A 831 052H  STL	車門總成-右前
80A 833 051A  STL	車門總成-左後
80A 833 052A  STL	車門總成-右後
80A 839 912B	防水橡皮-右後
80A 853 887F	前葉前端膠板-左
80A 853 888C	前葉前端膠板-右
80B 863 821	引擎下護板-前
811 119 137 /	皮帶-風扇
811 121 051E	水管-下
811 407 331 *	內半軸
811 419 801E !	惰桿-左
811 419 801E *	惰桿-左
811 419 801E /	惰桿-左
811 419 802J -	惰桿-右
811 419 812A !	和尚頭-惰桿
811 419 812A -	和尚頭-惰桿
811 422 065FX	動力方向機
811 422 065FX /	動力方向機
811 905 115 +	發火線圈
811 906 091	汽油泵
811 906 091 *	汽油泵
811 906 091 -	汽油泵
811 953 053C	燈泡座-前方向燈
811 959 455R -	風扇馬達
811 959 455R >	風扇馬達
81229407547	機油
813 837 015E	六角鎖-左前門
81A 407 151C	三角架-左
81A 407 152C	三角架-右
81A 807 107   GRU	保桿-前-左
81A 807 107A  GRU	保桿-前-左
81A 807 108   GRU	保桿-前-右
81A 807 109B	保桿內鐵-前
83A 821 132   XX	葉子板固定支架-右-烤過漆
83A 945 105	反光燈-左後
853 615 301C *	煞車盤-前
855 121 101C	水管-上
855 407 365A /	和尚頭-三角架左
855 407 366A /	和尚頭-三角架右
857 407 181	三角架鐵套
857 407 181 *	三角架鐵套
857 612 061C *	煞車鐵球(蓄壓器)
857 612 061C +	煞車鐵球(蓄壓器)
857 612 061C -	煞車鐵球(蓄壓器)
857 951 253	繼電器-67
857 951 253 -	繼電器-67
857 955 455	雨刷噴水筒蓋
861 612 175	真空管橡皮墊
867 698 525 .	來令片組-後
867 698 525S	來令片組-後
867 698 525V	來令片組-後
867 698 525X	來令片組-後
867 807 449  2BC	飾蓋-後保桿
867 906 091 *	汽油泵
867 906 381 *	繼電器-53/86
867 919 062	晶體燈泡
867 951 253	繼電器-53/86
893 091 700	空調濾芯
893 121 101B +	水管-上
893 121 251 #	水箱
893 121 251 -	水箱
893 121 251 /	水箱
893 121 251E *	水箱
893 121 251G /	水箱
893 121 251N *	水箱
893 133 511 .	汽油杯
893 133 511 /	燃油芯-汽油
893 199 339	引擎腳橡皮-前
893 199 381B	引擎腳-黑
893 199 381D *	引擎腳-藍
893 199 415	工字樑鐵套-前
893 199 415 /	工字樑鐵套-前
893 253 139 /	排氣管接管-後
893 253 139A *	排氣管接管-後
893 399 151F	變速箱腳
893 407 271BQ	傳動軸-左
893 407 273 *	內半軸修理包-左
893 407 273A *	內半軸修理包-左
893 407 365F *	和尚頭-三角架左
893 407 465A !	平衡桿接頭
893 407 465A /	平衡桿接頭
893 407 615D *	哈扶-前
893 407 625	前輪軸承
893 407 625 -	前輪軸承
893 407 625B *	前輪軸承
893 407 625B +	前輪軸承
893 407 625C -	前輪軸承
893 407 625E *	前輪軸承修包
893 411 327E *	平衡桿橡皮-內
893 412 131B *	橡皮-前避震器
893 413 503P *	避震器芯-前
893 413 503P *GA	避震器芯-前
893 413 503P +	避震器芯-前
893 413 503P -	避震器芯-前
893 413 503P /	避震器芯-前
893 419 802 /	惰桿-右
893 422 893AF *	方向機油管-泵>方機
893 498 099F *	外半軸修理包
893 498 099F +	外半軸修理包
893 498 099G *	外半軸修理包
893 498 099G -	外半軸修理包
893 498 099LX	外半軸修理包
893 498 099M *	外半軸修理包
893 498 099M +	外半軸修理包
893 498 099M -	外半軸修理包
893 498 099M /	外半軸修理包
893 498 099P *	外半軸修理包
893 498 201A *	防塵套修包-內半軸
893 498 203A /	防塵套修包-外半軸
893 513 031AG *	避震器-後
893 513 031AG +	避震器-後
893 513 031AG /	避震器-後
893 513 031AG GA	避震器-後
893 611 019A *	煞車總泵
893 611 021A *	煞車總泵
893 611 021A -	煞車總泵
893 611 021B	煞車總泵
893 611 021B /	煞車總泵
893 611 707 #	煞車軟管
893 611 707 +	煞車軟管
893 611 775A /	煞車軟管
893 721 401D *	離合器總泵
893 805 591 -	水箱架
893 819 030B	暖排
893 823 360 /	撐桿-引擎蓋
893 837 397BS	升降機總成-電動左前
893 837 398BS	升降機總成-電動右前
893 881 195	座椅滑扣
893 905 849 *	引擎鎖開關
893 905 855A +	引擎鎖仁
893 905 855A /	引擎鎖仁
893 907 404	引擎電腦
893 941 030H +	大燈總成-右
893 941 030H -	大燈總成-右
893 941 115B -	大燈玻璃-左
893 941 116B -	大燈玻璃-右
893 941 625	方向燈-左前
893 941 625 *	方向燈-左前
893 941 626	方向燈-右前
893 941 626 *	方向燈-右前
893 945 217 *	尾燈-左外
893 945 217 -	尾燈-左外
893 945 217 /	尾燈-左外
893 945 218 /	尾燈-右外
893 945 226A *	尾燈-右內
893 955 205	雨刷臂蓋-前
893 955 407C	雨刷臂-左
893 955 985	噴水頭
893 959 483B *	冷氣壓力開關-低壓
895 201 531A	汽油泵濾網
895 201 779J	汽油泵固定外殼
895 407 147A /	三角架-左
895 407 148A /	三角架-右
895 407 283	防塵套-內半軸
895 615 301A *	煞車盤-前
895 698 151 *	來令片組-前
895 827 439B	撐桿固定座
895 827 705A	防水橡皮-後箱
895 837 015C	六角鎖-左門
895 837 016C	六角鎖-右門
895 867 691  O1C	門板小飾蓋
895 867 692  O1C	門板小飾蓋
895 867 693  O1C	門板小飾蓋
895 867 694  O1C	門板小飾蓋
895 941 029 -	大燈總成-左
895 941 029F *	大燈總成-左
895 941 030 -	大燈總成-右
895 941 030F *	大燈總成-右
8A0 121 251A *	水箱
8A0 199 307C	引擎腳支架-左
8A0 199 308G	引擎腳支架-右
8A0 199 381A +	引擎腳-左
8A0 199 381A -	引擎腳-左
8A0 199 382B -	引擎腳-右
8A0 199 415A	工字樑鐵套-前
8A0 199 415B -	工字樑鐵套-前
8A0 253 144E *	吊耳-消音器後
8A0 253 147A *	吊耳
8A0 260 749AH	型環-冷氣管 14* 17.65
8A0 260 749AJ	O型環
8A0 260 749AK	O形環-冷氣管
8A0 399 151D *	變速箱腳
8A0 407 181 +	三角架鐵套
8A0 407 181 -	三角架鐵套
8A0 407 271AQ *	傳動軸-左
8A0 407 272AR *	傳動軸-右
8A0 407 272QX	傳動軸-右
8A0 407 274B *	內半軸修理包-右
8A0 407 366 /	和尚頭-三角架右
8A0 407 625 *	前輪軸承組
8A0 407 625 -	前輪軸承組
8A0 412 323D *	避震器上座
8A0 413 503B *	避震器芯-前
8A0 413 503B +	避震器芯-前
8A0 413 503B -	避震器芯-前
8A0 413 503B /	避震器芯-前
8A0 498 201	防塵套修包-右內半軸
8A0 498 625 +	前輪軸承組
8A0 498 625 -	前輪軸承組
8A0 599 133B *	差速器腳
8A0 611 775D /	煞車軟管-後
8A0 615 423 /	煞車分泵-後左
8A0 698 151B *	來令片組-前
8A0 698 151B +	來令片組-前
8A0 698 151B -	來令片組-前
8A0 698 151B /	來令片組-前
8A0 807 287D *TW	牌照板-前
8A0 807 346C *	通風網-右
8A0 819 371A	熱水管
8A0 819 371E	熱水管
8A0 819 373A	熱水管
8A0 819 439	空調濾芯
8A0 819 439 !	空調濾芯
8A0 819 439 #	空調濾芯
8A0 819 439 *	空調濾芯
8A0 819 439 -	空調濾芯
8A0 819 439 /	空調濾芯
8A0 819 439A !	空調濾芯
8A0 819 439A -	空調濾芯
8A0 820 191D *	乾燥筒
8A0 820 191D -	乾燥筒
8A0 853 207A -	大燈下飾條-左
8A0 853 208A -	大燈下飾條-右
8A0 905 105 -	發火線圈
8A0 905 851B -	引擎鎖座
8A0 906 091G #	汽油泵
8A0 906 091G *	汽油泵
8A0 906 091G +	汽油泵
8A0 906 091G .	汽油泵
8A0 907 311H *	引擎電腦
8A0 907 404A *	引擎電腦
8A0 945 217C *	尾燈-左外
8A0 945 218C *	尾燈-右外
8A0 945 218C -	尾燈-右外
8A0 945 223A *	尾燈-左內
8A0 951 253B	繼電器-208/372
8A0 953 049A *	方向燈-左前
8A0 953 049A -	方向燈-左前
8A0 953 049A /	方向燈-左前
8A0 953 050A *	方向燈-右前
8A0 953 050A -	方向燈-右前
8A0 953 050A /	方向燈-右前
8A0 953 055 -	方向燈-左前
8A0 953 056 -	方向燈-右前
8A1 422 065A	動力方向機
8A1 422 065AV	動力方向機
8A1 422 065AX	動力方向機
8A1 422 065AX *	動力方向機
8A1 820 103AA -	蒸發器
8A5 513 029F *	避震器-後
8A5 513 029F +	避震器-後
8A5 513 029F /	避震器-後
8A5 827 505C 01C	六角鎖-後箱
8A5 827 552A -	撐桿-後箱
8D0 071 645	尾翼總成
8D0 091 800 *	空調濾芯-活性碳
8D0 121 055AA ~	水管-下
8D0 121 055T *	水管-下
8D0 121 055T -	水管-下
8D0 121 101K ~	水管-上
8D0 121 101M	水管-上
8D0 121 107C ~	水管-鐵管>副水筒
8D0 121 107D ~	水管-鐵管>副筒
8D0 121 109M ~	水管-副水筒>鐵管
8D0 121 251AM	水箱
8D0 121 251BB +	水箱
8D0 121 251BB -	水箱
8D0 121 251BB /	水箱
8D0 121 251BB ~	水箱
8D0 121 251BC #	水箱
8D0 121 251BC *	水箱
8D0 121 251BC -	水箱
8D0 121 251BC .	水箱
8D0 121 251BC /	水箱
8D0 121 251BC ~	水箱
8D0 121 251L	水箱
8D0 121 251L +	水箱
8D0 121 251M	水箱
8D0 121 251M *	水箱
8D0 121 251M +	水箱
8D0 121 251M -	水箱
8D0 121 251M /	水箱
8D0 121 251P /	水箱
8D0 121 403D *	副水筒
8D0 121 403L *	副水筒
8D0 129 617E	進氣管
8D0 131 089AX	觸煤轉換器
8D0 131 089AX *	觸煤轉換器
8D0 131 089AX >	觸煤轉換器
8D0 131 089BV	觸煤轉換器
8D0 145 156	方向機泵
8D0 145 156A	方向機泵
8D0 145 156AX	方向機泵
8D0 145 156FX	方向機泵
8D0 145 156KV	方向機泵
8D0 145 156KX *	方向機泵
8D0 145 156NV	方向機泵
8D0 145 156NX	方向機泵
8D0 145 156X	方向機泵
8D0 145 805D	渦輪增壓散熱器
8D0 199 307L	引擎腳支架-左上
8D0 199 335Q XX	引擎腳架-前-中古
8D0 199 339F	引擎腳橡皮-前
8D0 199 339F /	引擎減震橡皮-前
8D0 199 351H	引擎腳支架-左下
8D0 199 379AQ +	引擎腳-左
8D0 199 379AT +	引擎腳
8D0 199 379H	引擎腳
8D0 199 379J	引擎腳-左
8D0 199 379J *	引擎腳-左
8D0 199 379J /	引擎腳-左
8D0 199 379J ~	引擎腳-左
8D0 199 379K	引擎腳
8D0 199 382AN +	引擎腳-右
8D0 199 382L	引擎腳-右
8D0 199 382L *	引擎腳-右
8D0 199 382L -	引擎腳-右
8D0 199 382L /	引擎腳-右
8D0 199 382M	引擎腳-右
8D0 199 521BA XX	下橫樑-前-中古
8D0 199 521D	下橫樑-前
8D0 201 075BC X	油箱
8D0 201 319	汽油泵上蓋
8D0 201 543C	汽油管
8D0 201 543D	汽油管
8D0 260 403C /	冷排
8D0 260 403E	冷排
8D0 260 805B	壓縮機總成
8D0 260 805CX *	壓縮機總成
8D0 260 805FX	壓縮機總成
8D0 260 805MX	壓縮機總成
8D0 317 815A	變速箱油管
8D0 317 821C	變速箱油管
8D0 399 107A	變速箱腳支架-左
8D0 399 107T .	變速箱腳支架-左
8D0 399 108E .	變速箱腳支架-右
8D0 399 108Q	變速箱腳支架-右
8D0 399 108Q .	變速箱腳支架-右
8D0 399 151J -	變速箱腳-L/R-紅
8D0 399 151M .	變速箱腳-L/R
